event_id,customer_id,timestamp_utc,amount_inr,payment_method,failure_reason,hour,weekday,customer_tenure_days,prior_successes,prior_failures,prior_recoveries,contacts_last_7_days,recent_method_failure_rate,degradation_flag,historical_action,action_delay_minutes,recovered_within_72_hours,recovered_amount_inr
2587,193,2026-06-01 14:20:08.401680,20421.6,upi,temporary_network_issue,14,0,318.6,1,3,0,1,0.105,0,NO_CONTACT,0,0,0.0
2588,58,2026-06-01 15:11:42.140428,2540.56,credit_card,insufficient_funds,15,0,17.4,3,0,1,0,0.177,0,HUMAN_REVIEW,70,0,0.0
2589,193,2026-06-01 16:03:15.879176,1797.92,credit_card,insufficient_funds,16,0,318.6,1,3,0,2,0.107,0,LINK_NOW,9,0,0.0
2590,173,2026-06-01 16:54:49.617924,2418.3,debit_card,temporary_network_issue,16,0,204.8,5,0,0,2,0.105,0,NO_CONTACT,0,0,0.0
2591,93,2026-06-01 17:46:23.356671,3368.07,wallet,insufficient_funds,17,0,7.8,1,1,1,2,0.195,0,NO_CONTACT,0,0,0.0
2592,265,2026-06-01 18:37:57.095419,7618.57,upi,temporary_network_issue,18,0,5.8,3,1,0,1,0.336,0,LINK_NOW,4,0,0.0
2593,193,2026-06-01 19:29:30.834167,2282.6,credit_card,insufficient_funds,19,0,318.6,1,3,0,0,0.335,0,NO_CONTACT,0,0,0.0
2594,233,2026-06-01 20:21:04.572915,3069.74,credit_card,risk_declined,20,0,189.5,4,2,0,1,0.043,0,LINK_AFTER_2H,139,0,0.0
2595,71,2026-06-01 21:12:38.311662,4746.32,upi,insufficient_funds,21,0,98.3,1,1,0,0,0.075,0,LINK_AFTER_2H,96,0,0.0
2596,125,2026-06-01 22:04:12.050410,3190.86,credit_card,risk_declined,22,0,176.2,1,4,0,0,0.204,0,HUMAN_REVIEW,71,0,0.0
2597,342,2026-06-01 22:55:45.789158,402.35,net_banking,card_blocked,22,0,38.0,2,3,1,2,0.203,0,LINK_NEXT_MORNING,618,0,0.0
2598,173,2026-06-01 23:47:19.527906,1381.2,credit_card,insufficient_funds,23,0,204.8,5,0,0,0,0.354,0,LINK_NEXT_MORNING,688,0,0.0
2599,193,2026-06-02 00:38:53.266653,9391.76,net_banking,insufficient_funds,0,1,318.6,1,3,0,1,0.134,0,LINK_NEXT_MORNING,551,0,0.0
2600,446,2026-06-02 01:30:27.005401,20036.0,debit_card,risk_declined,1,1,50.2,1,3,1,1,0.169,0,NO_CONTACT,0,0,0.0
2601,58,2026-06-02 02:22:00.744149,17262.51,debit_card,insufficient_funds,2,1,17.4,3,0,1,2,0.073,0,LINK_NEXT_MORNING,550,0,0.0
2602,710,2026-06-02 03:13:34.482897,4936.67,upi,insufficient_funds,3,1,103.4,2,0,0,0,0.088,0,LINK_AFTER_2H,135,0,0.0
2603,233,2026-06-02 04:05:08.221644,1523.92,credit_card,temporary_network_issue,4,1,189.5,4,2,0,3,0.043,0,HUMAN_REVIEW,101,0,0.0
2604,233,2026-06-02 04:56:41.960392,13103.24,debit_card,temporary_network_issue,4,1,189.5,4,2,0,1,0.025,0,LINK_NOW,0,0,0.0
2605,393,2026-06-02 05:48:15.699140,1675.43,debit_card,insufficient_funds,5,1,73.1,2,2,0,3,0.25,0,LINK_NEXT_MORNING,613,0,0.0
2606,91,2026-06-02 06:39:49.437888,1421.0,credit_card,bank_limit_exceeded,6,1,286.8,1,3,0,0,0.07,0,LINK_NEXT_MORNING,525,0,0.0
2607,596,2026-06-02 07:31:23.176635,4289.2,credit_card,risk_declined,7,1,7.4,2,2,0,1,0.223,0,NO_CONTACT,0,0,0.0
2608,71,2026-06-02 08:22:56.915383,199.0,credit_card,risk_declined,8,1,98.3,1,1,0,0,0.149,0,NO_CONTACT,0,0,0.0
2609,429,2026-06-02 09:14:30.654131,2614.28,credit_card,temporary_network_issue,9,1,22.2,2,1,0,0,0.041,0,HUMAN_REVIEW,34,0,0.0
2610,459,2026-06-02 10:06:04.392879,2693.75,wallet,bank_limit_exceeded,10,1,17.7,3,2,1,0,0.266,0,LINK_NOW,15,1,2638.68
2611,747,2026-06-02 10:57:38.131626,2113.67,debit_card,card_blocked,10,1,19.4,2,2,1,1,0.312,0,LINK_AFTER_2H,134,0,0.0
2612,459,2026-06-02 11:49:11.870374,2083.32,debit_card,risk_declined,11,1,17.7,3,2,1,0,0.247,0,HUMAN_REVIEW,43,0,0.0
2613,233,2026-06-02 12:40:45.609122,15094.62,net_banking,temporary_network_issue,12,1,189.5,4,2,0,3,0.158,0,LINK_NEXT_MORNING,513,1,12533.57
2614,233,2026-06-02 13:32:19.347870,355.82,net_banking,insufficient_funds,13,1,189.5,4,2,0,1,0.2,1,LINK_NEXT_MORNING,663,1,290.75
2615,597,2026-06-02 14:23:53.086617,4220.23,debit_card,risk_declined,14,1,232.9,2,3,0,2,0.142,0,LINK_NEXT_MORNING,537,0,0.0
2616,193,2026-06-02 15:15:26.825365,5391.65,debit_card,temporary_network_issue,15,1,318.6,1,3,0,1,0.132,0,LINK_NOW,17,0,0.0
2617,409,2026-06-02 16:07:00.564113,17861.17,debit_card,bank_limit_exceeded,16,1,509.6,1,1,0,3,0.224,0,HUMAN_REVIEW,118,0,0.0
2618,403,2026-06-02 16:58:34.302861,3730.94,credit_card,insufficient_funds,16,1,86.4,0,0,0,0,0.119,0,NO_CONTACT,0,1,3087.97
2619,193,2026-06-02 17:50:08.041608,4655.94,upi,bank_limit_exceeded,17,1,318.6,1,3,0,1,0.109,0,LINK_NOW,21,0,0.0
2620,233,2026-06-02 18:41:41.780356,2463.06,upi,insufficient_funds,18,1,189.5,4,2,0,1,0.205,0,HUMAN_REVIEW,96,0,0.0
2621,66,2026-06-02 19:33:15.519104,3653.42,net_banking,temporary_network_issue,19,1,118.7,1,1,0,1,0.182,0,LINK_AFTER_2H,130,0,0.0
2622,233,2026-06-02 20:24:49.257852,2539.1,debit_card,temporary_network_issue,20,1,189.5,4,2,0,1,0.036,0,NO_CONTACT,0,0,0.0
2623,233,2026-06-02 21:16:22.996599,595.4,net_banking,card_blocked,21,1,189.5,4,2,0,3,0.125,0,NO_CONTACT,0,0,0.0
2624,71,2026-06-02 22:07:56.735347,3575.73,debit_card,card_blocked,22,1,98.3,1,1,0,2,0.197,1,HUMAN_REVIEW,111,1,3010.68
2625,465,2026-06-02 22:59:30.474095,3359.04,debit_card,temporary_network_issue,22,1,62.8,3,2,0,1,0.311,0,HUMAN_REVIEW,85,1,2886.25
2626,193,2026-06-02 23:51:04.212843,1246.59,debit_card,insufficient_funds,23,1,318.6,1,3,0,0,0.116,0,LINK_NOW,19,1,1000.42
2627,222,2026-06-03 00:42:37.951590,3405.68,upi,temporary_network_issue,0,2,220.2,1,1,0,1,0.248,0,HUMAN_REVIEW,42,0,0.0
2628,459,2026-06-03 01:34:11.690338,11767.57,net_banking,insufficient_funds,1,2,17.7,3,2,1,1,0.372,0,NO_CONTACT,0,0,0.0
2629,193,2026-06-03 02:25:45.429086,1738.65,credit_card,card_blocked,2,2,318.6,1,3,0,2,0.201,0,HUMAN_REVIEW,114,0,0.0
2630,71,2026-06-03 03:17:19.167834,19938.15,debit_card,insufficient_funds,3,2,98.3,1,1,0,1,0.125,0,HUMAN_REVIEW,102,0,0.0
2631,459,2026-06-03 04:08:52.906581,14962.99,debit_card,temporary_network_issue,4,2,17.7,3,2,1,3,0.176,0,HUMAN_REVIEW,115,0,0.0
2632,71,2026-06-03 05:00:26.645329,1015.1,net_banking,bank_limit_exceeded,5,2,98.3,1,1,0,0,0.149,0,NO_CONTACT,0,1,958.87
2633,233,2026-06-03 05:52:00.384077,1292.22,net_banking,insufficient_funds,5,2,189.5,4,2,0,1,0.032,1,LINK_AFTER_2H,120,0,0.0
2634,747,2026-06-03 06:43:34.122825,2022.2,debit_card,card_blocked,6,2,19.4,2,2,1,0,0.239,0,LINK_NEXT_MORNING,524,0,0.0
2635,313,2026-06-03 07:35:07.861572,542.59,wallet,insufficient_funds,7,2,263.5,0,1,1,3,0.455,0,LINK_AFTER_2H,120,1,510.08
2636,11,2026-06-03 08:26:41.600320,819.29,upi,insufficient_funds,8,2,55.1,2,1,0,3,0.378,0,LINK_NOW,5,0,0.0
2637,233,2026-06-03 09:18:15.339068,199.0,upi,card_blocked,9,2,189.5,4,2,0,2,0.378,0,LINK_NEXT_MORNING,648,0,0.0
2638,455,2026-06-03 10:09:49.077816,5392.74,debit_card,temporary_network_issue,10,2,145.8,0,2,0,3,0.178,0,LINK_NEXT_MORNING,525,1,4929.6
2639,459,2026-06-03 11:01:22.816563,6074.66,debit_card,temporary_network_issue,11,2,17.7,3,2,1,2,0.223,0,LINK_NOW,1,0,0.0
2640,222,2026-06-03 11:52:56.555311,384.78,debit_card,risk_declined,11,2,220.2,1,1,0,2,0.25,0,NO_CONTACT,0,0,0.0
2641,594,2026-06-03 12:44:30.294059,403.97,debit_card,risk_declined,12,2,29.0,3,1,0,1,0.145,0,LINK_NEXT_MORNING,603,0,0.0
2642,332,2026-06-03 13:36:04.032807,2300.03,upi,risk_declined,13,2,224.9,4,0,0,1,0.18,0,LINK_AFTER_2H,96,1,2167.42
2643,710,2026-06-03 14:27:37.771554,2764.55,credit_card,card_blocked,14,2,103.4,2,0,0,2,0.108,0,HUMAN_REVIEW,41,0,0.0
2644,233,2026-06-03 15:19:11.510302,11313.33,upi,temporary_network_issue,15,2,189.5,4,2,0,1,0.107,0,NO_CONTACT,0,0,0.0
2645,747,2026-06-03 16:10:45.249050,1103.12,debit_card,temporary_network_issue,16,2,19.4,2,2,1,2,0.156,0,LINK_NEXT_MORNING,543,0,0.0
2646,710,2026-06-03 17:02:18.987798,1123.54,credit_card,card_blocked,17,2,103.4,2,0,0,0,0.269,0,NO_CONTACT,0,0,0.0
2647,83,2026-06-03 17:53:52.726545,2863.23,debit_card,temporary_network_issue,17,2,208.1,4,0,0,0,0.367,0,NO_CONTACT,0,0,0.0
2648,233,2026-06-03 18:45:26.465293,10398.29,credit_card,insufficient_funds,18,2,189.5,4,2,0,3,0.157,0,LINK_AFTER_2H,132,0,0.0
2649,771,2026-06-03 19:37:00.204041,15354.07,credit_card,insufficient_funds,19,2,43.6,1,5,0,2,0.308,1,LINK_NOW,18,1,15258.92
2650,233,2026-06-03 20:28:33.942789,798.76,upi,temporary_network_issue,20,2,189.5,4,2,0,3,0.309,0,NO_CONTACT,0,0,0.0
2651,173,2026-06-03 21:20:07.681536,9486.9,net_banking,insufficient_funds,21,2,204.8,5,0,0,1,0.108,0,LINK_NEXT_MORNING,562,1,8079.73
2652,459,2026-06-03 22:11:41.420284,867.06,credit_card,insufficient_funds,22,2,17.7,3,2,1,3,0.209,0,LINK_NOW,14,1,741.09
2653,233,2026-06-03 23:03:15.159032,288.11,upi,card_blocked,23,2,189.5,4,2,0,1,0.093,0,LINK_NOW,19,0,0.0
2654,596,2026-06-03 23:54:48.897780,3255.02,credit_card,insufficient_funds,23,2,7.4,2,2,0,1,0.172,0,HUMAN_REVIEW,42,0,0.0
2655,314,2026-06-04 00:46:22.636527,11309.13,debit_card,card_blocked,0,3,126.7,3,7,0,1,0.157,0,LINK_NEXT_MORNING,654,0,0.0
2656,233,2026-06-04 01:37:56.375275,1909.79,credit_card,risk_declined,1,3,189.5,4,2,0,0,0.56,0,LINK_AFTER_2H,110,0,0.0
2657,758,2026-06-04 02:29:30.114023,9373.94,credit_card,insufficient_funds,2,3,103.1,1,2,0,3,0.197,0,NO_CONTACT,0,0,0.0
2658,72,2026-06-04 03:21:03.852771,972.93,credit_card,insufficient_funds,3,3,125.2,3,1,0,1,0.086,0,HUMAN_REVIEW,55,0,0.0
2659,193,2026-06-04 04:12:37.591518,2963.16,upi,insufficient_funds,4,3,318.6,1,3,0,2,0.105,0,LINK_NEXT_MORNING,704,0,0.0
2660,74,2026-06-04 05:04:11.330266,7500.3,wallet,temporary_network_issue,5,3,495.0,0,1,1,2,0.112,0,NO_CONTACT,0,0,0.0
2661,193,2026-06-04 05:55:45.069014,3760.1,upi,card_blocked,5,3,318.6,1,3,0,1,0.188,0,HUMAN_REVIEW,87,0,0.0
2662,91,2026-06-04 06:47:18.807762,2087.04,net_banking,temporary_network_issue,6,3,286.8,1,3,0,1,0.096,0,NO_CONTACT,0,0,0.0
2663,459,2026-06-04 07:38:52.546509,1251.01,net_banking,temporary_network_issue,7,3,17.7,3,2,1,1,0.234,0,LINK_AFTER_2H,137,1,1050.85
2664,71,2026-06-04 08:30:26.285257,1833.33,debit_card,temporary_network_issue,8,3,98.3,1,1,0,2,0.347,0,LINK_AFTER_2H,111,1,1532.79
2665,459,2026-06-04 09:22:00.024005,8813.71,debit_card,risk_declined,9,3,17.7,3,2,1,3,0.117,0,HUMAN_REVIEW,88,0,0.0
2666,292,2026-06-04 10:13:33.762753,2140.97,net_banking,insufficient_funds,10,3,228.2,1,3,0,3,0.171,0,HUMAN_REVIEW,104,0,0.0
2667,233,2026-06-04 11:05:07.501500,335.34,wallet,risk_declined,11,3,189.5,4,2,0,0,0.26,0,LINK_NEXT_MORNING,622,0,0.0
2668,459,2026-06-04 11:56:41.240248,3418.33,credit_card,card_blocked,11,3,17.7,3,2,1,3,0.242,0,LINK_NEXT_MORNING,652,1,3202.28
2669,594,2026-06-04 12:48:14.978996,2454.1,debit_card,insufficient_funds,12,3,29.0,3,1,0,0,0.394,0,HUMAN_REVIEW,76,0,0.0
2670,193,2026-06-04 13:39:48.717744,3971.61,debit_card,temporary_network_issue,13,3,318.6,1,3,0,0,0.299,0,HUMAN_REVIEW,111,1,3460.92
2671,71,2026-06-04 14:31:22.456491,2157.68,debit_card,insufficient_funds,14,3,98.3,1,1,0,1,0.107,0,LINK_NEXT_MORNING,510,0,0.0
2672,233,2026-06-04 15:22:56.195239,2204.24,net_banking,temporary_network_issue,15,3,189.5,4,2,0,0,0.46,0,LINK_NOW,14,1,1885.01
2673,193,2026-06-04 16:14:29.933987,6985.38,debit_card,insufficient_funds,16,3,318.6,1,3,0,1,0.237,0,LINK_NOW,1,0,0.0
2674,193,2026-06-04 17:06:03.672735,37935.41,credit_card,insufficient_funds,17,3,318.6,1,3,0,0,0.227,0,LINK_NEXT_MORNING,636,1,32113.34
2675,193,2026-06-04 17:57:37.411482,2032.99,debit_card,temporary_network_issue,17,3,318.6,1,3,0,0,0.305,0,LINK_NEXT_MORNING,520,1,1992.1
2676,58,2026-06-04 18:49:11.150230,8201.8,net_banking,card_blocked,18,3,17.4,3,0,1,1,0.101,0,LINK_NOW,16,0,0.0
2677,11,2026-06-04 19:40:44.888978,490.49,debit_card,bank_limit_exceeded,19,3,55.1,2,1,0,1,0.221,0,HUMAN_REVIEW,47,0,0.0
2678,319,2026-06-04 20:32:18.627726,2287.2,upi,card_blocked,20,3,373.7,3,2,0,2,0.126,0,LINK_AFTER_2H,121,1,1886.87
2679,193,2026-06-04 21:23:52.366473,1803.44,debit_card,temporary_network_issue,21,3,318.6,1,3,0,0,0.371,0,LINK_NEXT_MORNING,489,0,0.0
2680,747,2026-06-04 22:15:26.105221,599.48,credit_card,bank_limit_exceeded,22,3,19.4,2,2,1,2,0.229,0,LINK_NOW,8,0,0.0
2681,794,2026-06-04 23:06:59.843969,4581.61,debit_card,insufficient_funds,23,3,135.9,1,1,0,0,0.098,1,LINK_AFTER_2H,141,1,4172.84
2682,125,2026-06-04 23:58:33.582717,7963.56,credit_card,insufficient_funds,23,3,176.2,1,4,0,1,0.154,0,LINK_NEXT_MORNING,595,0,0.0
2683,459,2026-06-05 00:50:07.321464,4592.4,debit_card,temporary_network_issue,0,4,17.7,3,2,1,1,0.168,0,NO_CONTACT,0,1,4417.55
2684,233,2026-06-05 01:41:41.060212,2821.86,debit_card,temporary_network_issue,1,4,189.5,4,2,0,1,0.284,0,NO_CONTACT,0,1,2548.37
2685,257,2026-06-05 02:33:14.798960,1458.31,net_banking,temporary_network_issue,2,4,335.3,2,0,0,3,0.2,0,LINK_NOW,26,1,1456.1
2686,145,2026-06-05 03:24:48.537708,13480.0,debit_card,card_blocked,3,4,232.3,0,0,0,1,0.298,0,HUMAN_REVIEW,55,1,11117.03
2687,233,2026-06-05 04:16:22.276455,4046.63,upi,insufficient_funds,4,4,189.5,4,2,0,0,0.274,0,LINK_NOW,24,1,3385.85
2688,233,2026-06-05 05:07:56.015203,1500.16,debit_card,temporary_network_issue,5,4,189.5,4,2,0,0,0.115,0,HUMAN_REVIEW,114,0,0.0
2689,459,2026-06-05 05:59:29.753951,23083.77,credit_card,temporary_network_issue,5,4,17.7,3,2,1,0,0.195,0,LINK_NEXT_MORNING,508,0,0.0
2690,125,2026-06-05 06:51:03.492699,199.0,credit_card,risk_declined,6,4,176.2,1,4,0,0,0.042,0,LINK_NEXT_MORNING,499,0,0.0
2691,233,2026-06-05 07:42:37.231446,2655.28,upi,bank_limit_exceeded,7,4,189.5,4,2,0,2,0.24,0,LINK_NEXT_MORNING,552,0,0.0
2692,175,2026-06-05 08:34:10.970194,3439.87,debit_card,card_blocked,8,4,229.5,2,1,0,0,0.184,0,HUMAN_REVIEW,97,1,3139.77
2693,710,2026-06-05 09:25:44.708942,32003.74,debit_card,insufficient_funds,9,4,103.4,2,0,0,1,0.049,0,LINK_NEXT_MORNING,622,0,0.0
2694,91,2026-06-05 10:17:18.447690,1983.43,credit_card,card_blocked,10,4,286.8,1,3,0,0,0.108,0,LINK_NEXT_MORNING,659,0,0.0
2695,459,2026-06-05 11:08:52.186437,1248.83,net_banking,insufficient_funds,11,4,17.7,3,2,1,2,0.079,0,LINK_AFTER_2H,112,1,1111.24
2696,71,2026-06-05 12:00:25.925185,4431.14,net_banking,bank_limit_exceeded,12,4,98.3,1,1,0,2,0.298,0,HUMAN_REVIEW,109,0,0.0
2697,86,2026-06-05 12:51:59.663933,199.0,debit_card,risk_declined,12,4,251.0,1,0,1,0,0.308,0,NO_CONTACT,0,0,0.0
2698,193,2026-06-05 13:43:33.402681,275.73,net_banking,temporary_network_issue,13,4,318.6,1,3,0,2,0.299,0,LINK_NOW,0,0,0.0
2699,71,2026-06-05 14:35:07.141428,260.99,debit_card,risk_declined,14,4,98.3,1,1,0,0,0.131,0,LINK_NOW,18,0,0.0
2700,193,2026-06-05 15:26:40.880176,2054.3,credit_card,temporary_network_issue,15,4,318.6,1,3,0,2,0.366,0,LINK_AFTER_2H,115,1,2024.98
2701,193,2026-06-05 16:18:14.618924,4036.43,net_banking,insufficient_funds,16,4,318.6,1,3,0,2,0.421,0,LINK_AFTER_2H,148,0,0.0
2702,71,2026-06-05 17:09:48.357672,11335.76,wallet,card_blocked,17,4,98.3,1,1,0,2,0.061,0,HUMAN_REVIEW,33,0,0.0
2703,193,2026-06-05 18:01:22.096419,4403.33,net_banking,temporary_network_issue,18,4,318.6,1,3,0,1,0.161,0,HUMAN_REVIEW,91,1,3583.89
2704,459,2026-06-05 18:52:55.835167,1628.74,debit_card,bank_limit_exceeded,18,4,17.7,3,2,1,2,0.129,0,LINK_NEXT_MORNING,699,1,1307.06
2705,357,2026-06-05 19:44:29.573915,2436.28,debit_card,insufficient_funds,19,4,149.2,0,0,0,0,0.111,0,NO_CONTACT,0,0,0.0
2706,91,2026-06-05 20:36:03.312663,4705.21,upi,risk_declined,20,4,286.8,1,3,0,1,0.148,0,LINK_NEXT_MORNING,711,0,0.0
2707,595,2026-06-05 21:27:37.051410,5617.88,debit_card,card_blocked,21,4,13.7,1,2,0,0,0.246,0,NO_CONTACT,0,0,0.0
2708,233,2026-06-05 22:19:10.790158,1475.93,upi,risk_declined,22,4,189.5,4,2,0,0,0.098,0,LINK_AFTER_2H,146,1,1376.24
2709,233,2026-06-05 23:10:44.528906,5769.96,net_banking,insufficient_funds,23,4,189.5,4,2,0,1,0.203,0,LINK_NOW,16,0,0.0
2710,71,2026-06-06 00:02:18.267654,2030.47,net_banking,temporary_network_issue,0,5,98.3,1,1,0,2,0.188,0,LINK_NEXT_MORNING,605,1,1714.96
2711,233,2026-06-06 00:53:52.006401,1014.35,credit_card,risk_declined,0,5,189.5,4,2,0,0,0.216,0,NO_CONTACT,0,0,0.0
2712,233,2026-06-06 01:45:25.745149,2353.86,credit_card,card_blocked,1,5,189.5,4,2,0,2,0.499,0,LINK_NEXT_MORNING,667,0,0.0
2713,607,2026-06-06 02:36:59.483897,9027.39,debit_card,temporary_network_issue,2,5,121.5,2,2,0,1,0.317,0,HUMAN_REVIEW,64,0,0.0
2714,125,2026-06-06 03:28:33.222645,807.92,wallet,temporary_network_issue,3,5,176.2,1,4,0,3,0.279,0,NO_CONTACT,0,0,0.0
2715,229,2026-06-06 04:20:06.961392,996.47,credit_card,bank_limit_exceeded,4,5,7.5,1,0,0,1,0.109,0,NO_CONTACT,0,0,0.0
2716,62,2026-06-06 05:11:40.700140,2916.53,debit_card,card_blocked,5,5,297.3,2,1,0,1,0.258,0,HUMAN_REVIEW,64,1,2770.28
2717,83,2026-06-06 06:03:14.438888,8636.17,net_banking,card_blocked,6,5,208.1,4,0,0,1,0.256,0,LINK_NEXT_MORNING,587,1,7167.9
2718,193,2026-06-06 06:54:48.177636,1232.81,debit_card,risk_declined,6,5,318.6,1,3,0,0,0.565,0,HUMAN_REVIEW,69,0,0.0
2719,193,2026-06-06 07:46:21.916383,8191.41,debit_card,temporary_network_issue,7,5,318.6,1,3,0,2,0.088,0,LINK_AFTER_2H,110,1,6693.9
2720,26,2026-06-06 08:37:55.655131,7833.11,net_banking,bank_limit_exceeded,8,5,41.8,5,1,0,0,0.2,0,NO_CONTACT,0,0,0.0
2721,747,2026-06-06 09:29:29.393879,3558.31,upi,temporary_network_issue,9,5,19.4,2,2,1,1,0.064,0,LINK_NOW,4,0,0.0
2722,449,2026-06-06 10:21:03.132627,10393.1,debit_card,insufficient_funds,10,5,35.7,1,3,3,1,0.407,0,HUMAN_REVIEW,56,0,0.0
2723,83,2026-06-06 11:12:36.871374,1334.69,upi,insufficient_funds,11,5,208.1,4,0,0,2,0.438,0,NO_CONTACT,0,0,0.0
2724,459,2026-06-06 12:04:10.610122,15240.71,debit_card,temporary_network_issue,12,5,17.7,3,2,1,2,0.11,0,HUMAN_REVIEW,76,0,0.0
2725,233,2026-06-06 12:55:44.348870,14995.35,net_banking,temporary_network_issue,12,5,189.5,4,2,0,2,0.392,0,LINK_AFTER_2H,129,0,0.0
2726,747,2026-06-06 13:47:18.087618,13952.56,credit_card,card_blocked,13,5,19.4,2,2,1,0,0.317,0,NO_CONTACT,0,0,0.0
2727,82,2026-06-06 14:38:51.826365,5422.95,debit_card,risk_declined,14,5,81.0,1,1,0,0,0.152,0,LINK_AFTER_2H,102,0,0.0
2728,459,2026-06-06 15:30:25.565113,551.15,credit_card,bank_limit_exceeded,15,5,17.7,3,2,1,1,0.328,0,LINK_NOW,21,0,0.0
2729,594,2026-06-06 16:21:59.303861,5521.83,debit_card,insufficient_funds,16,5,29.0,3,1,0,3,0.391,0,LINK_NEXT_MORNING,485,0,0.0
2730,91,2026-06-06 17:13:33.042609,13734.78,credit_card,card_blocked,17,5,286.8,1,3,0,2,0.106,0,NO_CONTACT,0,0,0.0
2731,193,2026-06-06 18:05:06.781356,199.0,upi,card_blocked,18,5,318.6,1,3,0,2,0.159,0,HUMAN_REVIEW,60,0,0.0
2732,173,2026-06-06 18:56:40.520104,4402.77,net_banking,insufficient_funds,18,5,204.8,5,0,0,1,0.143,0,LINK_NOW,22,0,0.0
2733,594,2026-06-06 19:48:14.258852,4087.76,upi,temporary_network_issue,19,5,29.0,3,1,0,2,0.231,0,LINK_NEXT_MORNING,713,0,0.0
2734,233,2026-06-06 20:39:47.997600,1138.6,debit_card,insufficient_funds,20,5,189.5,4,2,0,0,0.162,1,HUMAN_REVIEW,62,0,0.0
2735,233,2026-06-06 21:31:21.736347,251.39,upi,insufficient_funds,21,5,189.5,4,2,0,1,0.292,1,LINK_NEXT_MORNING,616,1,223.56
2736,459,2026-06-06 22:22:55.475095,1453.81,upi,insufficient_funds,22,5,17.7,3,2,1,0,0.291,0,LINK_NEXT_MORNING,548,1,1349.98
2737,233,2026-06-06 23:14:29.213843,4555.54,debit_card,risk_declined,23,5,189.5,4,2,0,1,0.099,0,LINK_AFTER_2H,145,0,0.0
2738,594,2026-06-07 00:06:02.952591,1185.06,debit_card,card_blocked,0,6,29.0,3,1,0,2,0.098,0,NO_CONTACT,0,0,0.0
2739,594,2026-06-07 00:57:36.691338,16066.4,debit_card,card_blocked,0,6,29.0,3,1,0,2,0.052,0,NO_CONTACT,0,0,0.0
2740,233,2026-06-07 01:49:10.430086,2586.15,credit_card,card_blocked,1,6,189.5,4,2,0,3,0.134,0,LINK_NEXT_MORNING,651,0,0.0
2741,233,2026-06-07 02:40:44.168834,2940.06,wallet,insufficient_funds,2,6,189.5,4,2,0,3,0.251,1,HUMAN_REVIEW,87,0,0.0
2742,233,2026-06-07 03:32:17.907582,1814.17,debit_card,insufficient_funds,3,6,189.5,4,2,0,1,0.324,0,HUMAN_REVIEW,67,1,1669.16
2743,233,2026-06-07 04:23:51.646329,1772.47,debit_card,insufficient_funds,4,6,189.5,4,2,0,0,0.09,0,LINK_AFTER_2H,137,1,1567.57
2744,685,2026-06-07 05:15:25.385077,1857.73,upi,temporary_network_issue,5,6,581.8,1,2,0,4,0.049,0,HUMAN_REVIEW,73,1,1696.41
2745,71,2026-06-07 06:06:59.123825,2415.44,debit_card,bank_limit_exceeded,6,6,98.3,1,1,0,1,0.124,0,LINK_NEXT_MORNING,547,0,0.0
2746,459,2026-06-07 06:58:32.862573,1742.66,credit_card,card_blocked,6,6,17.7,3,2,1,2,0.372,1,NO_CONTACT,0,0,0.0
2747,233,2026-06-07 07:50:06.601320,1262.67,credit_card,insufficient_funds,7,6,189.5,4,2,0,2,0.176,0,NO_CONTACT,0,0,0.0
2748,492,2026-06-07 08:41:40.340068,5606.1,debit_card,insufficient_funds,8,6,3.2,1,1,0,0,0.036,0,LINK_AFTER_2H,121,0,0.0
2749,193,2026-06-07 09:33:14.078816,2173.9,credit_card,card_blocked,9,6,318.6,1,3,0,0,0.242,0,LINK_NEXT_MORNING,610,0,0.0
2750,710,2026-06-07 10:24:47.817564,7897.14,net_banking,card_blocked,10,6,103.4,2,0,0,3,0.251,0,NO_CONTACT,0,0,0.0
2751,193,2026-06-07 11:16:21.556311,2820.08,debit_card,card_blocked,11,6,318.6,1,3,0,2,0.132,0,NO_CONTACT,0,0,0.0
2752,233,2026-06-07 12:07:55.295059,961.79,debit_card,insufficient_funds,12,6,189.5,4,2,0,2,0.221,0,LINK_NEXT_MORNING,705,1,946.15
2753,83,2026-06-07 12:59:29.033807,604.01,debit_card,temporary_network_issue,12,6,208.1,4,0,0,1,0.189,0,HUMAN_REVIEW,88,0,0.0
2754,128,2026-06-07 13:51:02.772555,2430.02,credit_card,temporary_network_issue,13,6,95.2,2,1,1,1,0.208,0,LINK_NEXT_MORNING,619,0,0.0
2755,233,2026-06-07 14:42:36.511302,8739.32,net_banking,risk_declined,14,6,189.5,4,2,0,2,0.11,0,NO_CONTACT,0,0,0.0
2756,412,2026-06-07 15:34:10.250050,15725.41,credit_card,insufficient_funds,15,6,13.3,1,0,1,2,0.158,0,NO_CONTACT,0,0,0.0
2757,193,2026-06-07 16:25:43.988798,23371.74,upi,insufficient_funds,16,6,318.6,1,3,0,2,0.107,0,HUMAN_REVIEW,75,0,0.0
2758,193,2026-06-07 17:17:17.727546,9168.87,credit_card,card_blocked,17,6,318.6,1,3,0,1,0.154,0,HUMAN_REVIEW,61,1,7846.23
2759,772,2026-06-07 18:08:51.466293,20907.54,net_banking,insufficient_funds,18,6,5.7,1,0,0,1,0.011,0,LINK_AFTER_2H,120,1,20195.25
